Text,Score
"it took about a month for my 11m to start liking this salmon pouch.  the price is great, about a $1/pouch.  its very easy to take with you when traveling since no heating or mixing required. just open and put a spoon in it.  i will probable keep giving this to her past her 1st b-day.",5
"I bought this for my wife as a birthday present.  She absolutely loves it!  We love to drink coffee but hate the thought of having to make a full pot when we just want a cup.  The Keurig brewer solved that problem for us.  So when we want a single cup, we just pop in our favorite pod and BOOM! There is your cup of coffee.  Love everything about this brewer except for the price of the pods.  Can't wait until the patent expires at the end of this year...that should lower the prices on these pods significantly!",5
"I cracked open a can and my cats went to town. Good ingredients for cats too, so the occasional ""wet stuff"" makes them happy, so that makes me happy.",5
I brought as a gift (along with 2 DVDs) for 12 year old twins for their weekly movie night at home. They don't eat junk food so this was a treat and they liked it.,4
"Just made my first pot of this wonderful coffee. It was simply delish! Subtle hint of cinnamon. It wasn't overpowering, which I was worried about. I've had 2 cups already. I'll be making this lots! It's difficult to find flavored types of coffee that are decaf. Thumbs up! :-)",5
"I have always liked this tea but have not been able to find it anywhere.  I was so glad to see I could receive it through Amazon.  As usual, Amazon comes through.",5
This is the first time I bought this product for my 9 yr old yorkie... and she loved it!  The small size is perfect for her.  This box of greenies will give her many days of enjoyment!,4
"My dog is about 70lbs, 11 years old and diabetic. We couldn't completely cut her off from all treats once she became diabetic, so we needed something healthier. She loves Greenies and they're healthy enough for us to feel comfortable. Yeah, they are pricey but if you buy them on Amazon with the free shipping they are alot cheaper than buying them in stores! For all she gives us, the treats are still a bargain!",5
"Greenies are a healthy treat for dogs and they love them!  I first bought them while working at a hardware/feed store to give them a try. We were so pleased to find them on Amazon at nearly half the price.  Every dog owner should try them, they come in all sizes for all dogs and really do keep their teeth in great condition.",5
These are great for our dog and the price is great on Amazon.com for the large package.,5
"It is hard to write a review for an item sent as a gift to someone else.  It seems that when you order this you may receive the Chocolate, but you may instead receive the <a href=""http://www.amazon.com/gp/product/B005EF0I0I"">Coffee Sampler Gift Basket by ig4U</a>, as my gift recipient did.  Thankfully she loves coffee, so it was not a total bomb, but her packing list DID say Chocolate AND I wanted to send Chocolate.",3
"This is working great if dry food pellets you use are of the right size to be dispensed relatively easily.  The earlier version had a plastic ""rope"" which was easier to clean.  Also, the glass in my 2nd one is broken.  Assume you will need to get a new one every 1-2 years or so.  I use it every day and my dog gets all her dry food (main source of food) from the bottle.",4
"We were using a kong treat dispenser ball before which our dog would just toss until all the treats came out and if they didn't come out easily she would just stop playing with it.<br /><br />The tug a jug is great because it requires a more complicated effort on the dog's part to get the treat out.  She finally figure out how to put it upright, knock it over, and then pull on the rope to pull the treat out.  the clear container and the smell holes keep her interested in the toy.<br /><br />the only thing that isn't good about it is that it can be noise on a hard floor.",5
"Good product, Good fast Service.  My dog is diabetic and it is hard to find treats that he likes and he can eat.  He really likes these. Gonna try another flavor next time.",5
"Your dog would love these smoky bacon flavored treats!  Soft but chewy, these treats are a big hit around our house! We highly recommend them for your dog!",5
Got these for my son for school snacks.  Everyone loves them.  They're crunchy and sweet and cinnamon-y. The only ingredients are organic apples and cinnamon.,4
"My husband loves the coffee, but this is the only one he's had that he has to continually clean out the machine because the cartridges don't remained sealed. The coffee grounds get inside the machine and in the coffee. After closer inspection, some of the cups aren't well sealed when they come out of the box. The price sounded good, but not for the quality and aggrevation. We will not purchase Van Houtte products in the future.",2
